openalex_id,Organization,country,type,homepage_url,works_count,cited_by_count
https://openalex.org/I3006985408,['Jožef Stefan Institute'],SI,facility,https://ijs.si/ijsw,26669.0,675162.0
https://openalex.org/I3017928408,['Universidade do Estado de Mato Grosso'],BR,education,http://portal.unemat.br/,10070.0,48062.0
https://openalex.org/I3045169105,['Southern University of Science and Technology'],CN,education,https://sustech.edu.cn,41310.0,805563.0
https://openalex.org/I3124059619,['Chinese Academy of Geological Science'],CN,education,https://www.cug.edu.cn/,51500.0,917358.0
https://openalex.org/I3124489027,['Samara National Research University'],RU,education,https://www.ssau.ru,11156.0,65223.0
https://openalex.org/I3132975163,['KLE Technological University'],IN,education,https://www.kletech.ac.in/,4245.0,47056.0
https://openalex.org/I32062511,['Heriot-Watt University'],GB,education,http://www.hw.ac.uk/,30771.0,778486.0
https://openalex.org/I32389192,"['SBP, UAB']",US,education,https://www.uab.edu,133453.0,5070581.0
https://openalex.org/I32597200,"['Universiteit Gent', 'Ghent University']",BE,education,https://www.ugent.be,143600.0,4661851.0
https://openalex.org/I32625721,['University of Saskatchewan'],CA,education,https://www.usask.ca/,82982.0,2214659.0
https://openalex.org/I32971472,['Yale University'],US,education,https://www.yale.edu,341273.0,16330975.0
https://openalex.org/I33213144,['University of Florida'],US,education,https://www.ufl.edu,312900.0,9634955.0
https://openalex.org/I34250744,['University of Łódź '],PL,education,https://www.uni.lodz.pl,48934.0,474366.0
https://openalex.org/I34352273,['Maastricht University'],NL,education,https://www.maastrichtuniversity.nl,87797.0,3290141.0
https://openalex.org/I35440088,['ETH Zurich'],CH,education,https://ethz.ch,192206.0,7464545.0
https://openalex.org/I35928602,['Kyung Hee University'],KR,education,http://www.kyunghee.edu/,62754.0,1431823.0
https://openalex.org/I36234482,['University of Bristol'],GB,education,http://bristol.ac.uk/,175180.0,6782960.0
https://openalex.org/I36258959,['University of California San Diego'],US,education,https://ucsd.edu,303201.0,15733572.0
https://openalex.org/I36399199,['Nanjing University of Science and Technology'],CN,education,https://www.njust.edu.cn,67006.0,1061679.0
https://openalex.org/I37076085,['Health Service Executive'],IE,healthcare,http://www.hse.ie/,2401.0,35200.0
https://openalex.org/I37355250,['Saint Petersburg State University '],RU,education,http://www.sut.ru,2069.0,11444.0
https://openalex.org/I37461747,['Wuhan University'],CN,education,https://www.whu.edu.cn,179476.0,3248202.0
https://openalex.org/I39063666,['A.O.U. Policlinico Vittorio Emanuele di Catania'],IT,education,https://www.unict.it,62886.0,1406176.0
https://openalex.org/I3923682,"['Soochow University', 'Soochow University, Taiwan']",CN,education,https://www.suda.edu.cn,96507.0,1935296.0
https://openalex.org/I39343248,['Humboldt-Universität zu Berlin'],DE,education,https://www.hu-berlin.de/?set_language=en&cl=en,100080.0,2816994.0
